date,title,link,content
2022-11-28 14:00:00,메타버스 윤리원칙 나왔다…모든 참여자에 '자정' 책임,https://n.news.naver.com/mnews/article/003/0011561653?sid=105,"[
기사내용 요약3대 지향가치+8대 실천원칙 구성…""모범적 생태계 조성""참여자 모두의 준수 필요…별도의 법적 구속력은 없어



국내 주요 메타버스 플랫폼 중 하나인 SK텔레콤의 '이프랜드'. (사진=SK텔레콤 제공) *재판매 및 DB 금지[서울=뉴시스]윤현성 기자 = 메타버스 이용자들의 자정 노력에 활용될 수 있는 메타버스 윤리원칙이 마련됐다. ▲온전한 자아 ▲안전한 경험 ▲지속가능한 번영이라는 3대 가치 아래 만들어진 윤리원칙이 향후 범죄를 비롯한 메타버스의 역기능을 줄일 수 있을지 주목된다.과학기술정보통신부는 28일 열린 사회관계장관회의에서 창의와 혁신의 협력적 생태계를 지원하는 '메타버스 윤리원칙'을 발표했다. 메타버스 윤리원칙은 3대 지향가치와 8대 실천원칙으로 구성된다.메타버스 윤리원칙은 메타버스 개발·운영·이용자(창작자) 등 메타버스 참여자와 직·간접적으로 영향을 받는 이해관계자들의 자발적인 정화 노력에 활용될 수 있도록 제정됐다. 메타버스가 다양한 혜택 만큼 많은 역기능을 갖고 있는 만큼 이를 자발적으로 정화하는 것을 목표로 한다. 메타버스, '창의·혁신 공간' 장점과 '가상자아 대상 범죄' 등 단점 공존]"
2022-11-29 08:43:07,"신라면세점, 메타버스 스튜디오서 뷰티클래스 선보인다",https://n.news.naver.com/mnews/article/001/0013609107?sid=004,"[
			(서울=연합뉴스) 오지은 기자 = 신라면세점이 메타버스(3차원 가상현실) 스튜디오를 구축해 뷰티클래스 영역을 확대할 방침이다. 



신라면세점 비브스튜디오 MOU(서울=연합뉴스) 신라면세점은 지난 28일 메타버스 콘텐츠 아트테크 기업인 비브스튜디오와 경기 광주에서 '메타버스 스튜디오 구축'을 위한 업무협약(MOU)을 체결했다고 29일 밝혔다. 협약식 체결후 비브스튜디오스 김세규 대표와 호텔신라 TR부문장 김태호 부사장(사진 왼쪽)이 기념촬영을 하고 있다. 2022. 11. 29 [신라면세점 제공. 재판매 및 DB 금지]신라면세점은 지난 28일 메타버스 콘텐츠 아트테크 기업인 비브스튜디오와 경기 광주에서 '메타버스 스튜디오 구축'을 위한 업무협약(MOU)을 체결했다고 29일 밝혔다.     양사는 이날 가상현실(VR)과 증강현실(AR) 기술로 메타버스 가상 스튜디오 구축과 라이브 스트리밍 콘텐츠 제공에 협력하기로 했다.     콘텐츠 기획부터 파트너·소비자 확보까지 제작 전반에 걸쳐 여러 이해관계자가 참여하는 새로운 생태계를 구축하기로 했다.     특히 양사는 메타버스 스튜디오에서 디지털 기술을 활용한 뷰티클래스를 진행할 예정이다.     오프라인 기반 행사였던 뷰티클래스 행사를 내년 1분기에 온라인 콘텐츠로 선보일 방침이다.     built@yna.co.kr
]"
2022-11-29 11:26:06,"SKT, 싱텔 손잡고 메타버스 생태계 확장",https://n.news.naver.com/mnews/article/016/0002071551?sid=105,"[
싱가포르 1위 통신사업자와 협약싱텔 7억7000만명 가입자 보유글로벌 시장 정보·인사이트 확보양사 ‘이프랜드’ 현지화 전략 논의아태 주요국가로 사업 확장 목표



하민용(오른쪽) SK텔레콤 최고사업개발책임자(CDO)와 아나 입(Anna Yip) 싱텔 고객 담당 CEO가 영상회의를 통해 협약식을 마치고 기념 촬영을 하고 있다. [SK텔레콤 제공]SK텔레콤이 메타버스 생태계 확장을 위해 싱가포르 1위 통신 사업자인 싱텔(Singtel)그룹(이하 싱텔)과 손을 잡았다. SK텔레콤의 메타버스 서비스 ‘이프랜드’를 기반으로 싱가포르 현지를 가상공간으로 구현하는 등 다양한 서비스 협력에 나선다는 목표다.SK텔레콤은 싱텔과 메타버스 사업을 공동 추진하기 위한 업무협약(MOU)을 체결했다고 29일 밝혔다.싱텔은 싱가포르에 본사를 두고 호주, 인도, 인도네시아, 태국, 필리핀 등 세계 21개국에 이동통신과 초고속인터넷 등 유무선 통신 서비스를 제공하는 글로벌 통신사다. 현재 싱가포르 유무선 1위 사업자다. 전세계적으로 약 7억7000만명의 가입자를 보유하고 있다.두 회사는 이번 업무 협약을 통해 싱가포르에서의 메타버스 사업 협력을 추진한다. 향후 아태지역 주요 국가를 대상으로 메타버스 공동사업을 논의하기로 합의했다.SK텔레콤은 해외 사업 경험이 풍부한 싱텔과의 협력을 통해 글로벌 시장에 대한 정보와 인사이트를 확보하고, 국내에서 운영 중인 메타버스 서비스 ‘이프랜드’의 역량을 싱텔과 공유해 양사가 글로벌 공동 사업의 시너지를 낼 계획이다.양사는 우선 SK텔레콤의 이프랜드 서비스를 싱가포르 고객들에게 제공하기 위한 현지화 전략을 함께 논의하기로 했다. 예컨대 싱가포르 현지 모습을 본 뜬 가상공간과 싱가포르 고객 취향에 특화된 아바타를 함께 개발해 싱텔 고객들에게 제공하고 공동 마케팅을 하는 방식이 될 것으로 전망된다.장기적으로 양사는 싱가포르 뿐만 아니라 아태지역 주요 국가들로까지 범위를 넓혀 메타버스 사업 협력을 지속해 나갈 계획이다. 또한 메타버스 사업 이외에 양자암호 등 양사가 적극적으로 추진하고 있는 신사업 분야에서도 협력 방안을 찾기로 했다.아나 입(Anna Yip) 싱텔 고객 담당 최고경영자(CEO)는 “SK텔레콤과의 이번 파트너십은 메타버스 분야에서 혁신을 주도할 것”이라며 “새로운 디지털 서비스와 몰입형 경험을 제공하는 싱텔의 차별화된 5G 잠재력을 입증하는 데 도움이 될 것”이라고 말했다.하민용 SK텔레콤 최고사업개발책임자(CDO)는 “이번 싱텔과의 협력을 통해 SK텔레콤의 메타버스 사업이 아시아 태평양 지역까지 진출할 수 있게 됐다”며 “싱텔과의 전략적 파트너십을 통해 메타버스 글로벌 진출의 성공 사례를 만들어 나갈 것”이라고 밝혔다. 박세정 기자
]"
2022-11-29 14:07:17,"메타버스 등 대용량 서비스 대비…과기정통부, 방송통신설비 기준 강화",https://n.news.naver.com/mnews/article/421/0006489175?sid=105,"[
신축 건물에 대해 꼬임·광섬유케이블 병행 설치 의무화



[DB] 과학기술정보통신부 로고(서울=뉴스1) 윤지원 기자 = 과학기술정보통신부가 메타버스 등 고품질·대용량 인터넷 서비스에 대비하기 위해 방송통신 설비 설치 기준을 강화한다.29일 과기정통부는 '방송통신설비의 기술기준에 관한 규정(대통령령)'개정안이 국무회의에서 의결됐다고 밝혔다.개정안은 모든 신축 건축물이 꼬임케이블과 광섬유케이블을 병행 설치하도록 구내 통신 회선 기준을 강화하는 내용을 골자로 한다. 기존 법에서는 꼬임케이블 또는 광케이블을 선택해 설치하도록 돼 있었다. 그러나 건물 내에 꼬임케이블만 구축된 경우 1기가 이상의 인터넷 서비스 제공이 불가능해 메타버스 등 대용량‧고품질 서비스의 원활한 이용이 어렵다.이에 따라 과기정통부는 메타버스 등 미래융합서비스와 10기가 인터넷 서비스 등 인터넷 수요에 대비할 수 있도록 신축 건물의 광케이블 구축을 의무화했다.이외에도 공동주택과 유사한 구조로 일정 조건을 만족하는 오피스텔의 경우 주거용 건축물의 기준을 적용할 수 있도록 규제가 완화된다.사용 목적이 주거용인 '준주택 오피스텔'의 경우는 '주거용 건축물' 기준을 적용하도록 규제가 개선됐다. 과기정통부는 이로써 불필요한 자원 낭비를 줄이고 건축주의 비용 부담도 완화될 수 있을 것으로 보고 있다.      과기정통부 측은 ""건물 내 광케이블 인프라를 구축하도록 함으로써 국민의 편리한 인터넷사용 환경을 조성하고, 중장기적으로는 혁신적인 융합서비스 보급을 촉진하고 국민의 통신서비스 선택권 보장이 강화될 것으로 기대한다""라고 밝혔다.
		]"
2022-11-29 09:32:01,"SKT, 싱가포르 1위 통신사 싱텔과 메타버스 사업 파트너십 체결",https://n.news.naver.com/mnews/article/366/0000858398?sid=105,"[




(서울=뉴스1) = SK텔레콤이 싱가포르 1위 통신 사업자인 싱텔(Singtel)그룹과 메타버스 사업을 공동 추진하기 위한 업무협약(MOU)을 체결했다고 29일 밝혔다.하민용 SKT 최고사업개발책임자(CDO)(오른쪽)과 아나 입 싱텔 고객 담당 CEO가 지난 28일 영상회의를 통해 협약 후 기념 촬영을 하고 있다. (SK텔레콤 제공) 2022.11.29/뉴스1        SK텔레콤이 싱가포르 1위 통신 사업자인 싱텔(Singtel)그룹(이하 싱텔)과 메타버스 사업을 공동 추진하기 위한 업무협약(MOU)을 체결했다고 29일 밝혔다.싱텔은 싱가포르에 본사를 두고 호주, 인도, 인도네시아, 태국, 필리핀 등 세계 21개국에 이동통신과 초고속인터넷 등 유무선 통신 서비스를 제공하는 글로벌 통신사다. 현재 싱가포르 유무선 1위 사업자이고, 전세계적으로 약 7억7000만명의 가입자를 보유하고 있다.SKT와 싱텔은 이번 업무 협약을 통해 싱가포르에서의 메타버스 사업 협력을 추진하고, 향후 아태지역 주요 국가를 대상으로 메타버스 공동사업을 논의하기로 합의했다.SKT는 해외 사업 경험이 풍부한 싱텔과의 협력을 통해 글로벌 시장에 대한 정보와 인사이트를 확보하고, 국내에서 운영 중인 ‘이프랜드’의 서비스 역량을 싱텔과 공유해 양사가 글로벌 공동 사업의 시너지를 낼 계획이다.양사는 우선 SKT의 이프랜드 서비스를 싱가포르 고객들에게 제공하기 위한 현지화 전략을 함께 논의하기로 했다. 예컨대 싱가포르 현지 모습을 본 뜬 가상공간과 싱가포르 고객 취향에 특화된 아바타를 함께 개발해 싱텔 고객들에게 제공하고 공동 마케팅을 하는 방식이 될 것으로 전망된다.장기적으로 양사는 싱가포르 뿐만 아니라 아태지역 주요 국가들로까지 범위를 넓혀 메타버스 사업 협력을 지속해 나갈 계획이다. 또한, 메타버스 사업 이외에 양자암호 등 양사가 적극적으로 추진하고 있는 신사업 분야에서도 협력 방안을 찾기로 했다.아나 입(Anna Yip) 싱텔 고객 담당 CEO는 “SKT와의 이번 파트너십은 메타버스 분야에서 혁신을 주도하고, 새로운 디지털 서비스와 몰입형 경험을 제공하는 싱텔의 차별화된 5G 잠재력을 입증하는 데 도움이 될 것이다”라고 말했다.하민용 SKT 최고사업개발책임자(CDO)는 “이번 싱텔과의 협력을 통해 SKT의 메타버스 사업이 아시아 태평양 지역까지 진출할 수 있게 됐다”며 “싱텔과의 전략적 파트너십을 통해 메타버스 글로벌 진출의 성공 사례를 만들어 나가겠다”고 밝혔다.
]"
2022-11-29 10:34:01,"'공공서비스도 메타버스 세계로'…경기도, 30일 북부청 경기포럼",https://n.news.naver.com/mnews/article/018/0005376790?sid=100,"[
'메타버스 기반 공공서비스 현황·과제' 주제로 열려[의정부=이데일리 정재훈 기자] 경기도 공무원들이 메타버스를 공공영역에 도입할 수 있는 방안을 연구한다.경기도는 30일 북부청 상황실에서 경기도청 직원들을 대상으로 ‘메타버스 기반의 공공서비스 현황 및 과제’를 주제로 ‘경기도청 북부청사 경기포럼’을 개최한다고 29일 밝혔다.



(사진=경기도북부청)이번 포럼은 코로나19 이후 메타버스(Metaverse) 등 디지털 신기술이 사회 곳곳에 확산하고 있는 것과 관련 공직자들의 역량을 강화하고 디지털 중심의 행정혁신 역량을 강화한다는 취지로 마련했다.도는 메타버스 전문가인 김범준 유니원커뮤니케이션즈 부사장을 초빙해 실제 타 기관의 메타버스 활용 사례를 살펴보고 가상의 디지털 행사 공간에 접속, 서로 소통하는 체험을 하며 경기도 행정과의 접목방안을 함께 고민하는 시간을 갖는다.포럼은 30일 오전 10시 ‘소셜 방송 라이브경기’에 접속해 메타버스에 관심 있는 누구나 시청할 수 있다.송용욱 행정관리담당관은 “이번 포럼은 변화하는 행정환경에 발맞춰 직무 역량을 높이는 계기가 될 것”이라며 “조직이 함께 성장하고 발전하는 다양하고 질 높은 교육을 제공할 수 있도록 노력하겠다”고 밝혔다.한편 ‘경기도청 북부청사 경기포럼’은 공직자들이 인문·사회·과학·건강 등 다양한 분야의 정보를 습득하고 교양을 함양할 수 있도록 경기도청 북부청사에서 실시하는 강좌 프로그램이다.
]"
2022-11-29 09:01:01,정부 ‘메타버스 윤리원칙’ 발표…관련 업계 우려 높아져 [메타버스 규제 시작되나①],https://n.news.naver.com/mnews/article/243/0000035163?sid=101,"[
법적 구속력 없지만, 기업에 윤리원칙 반영 지원취지도 ‘법제도 정립 공백 대응’…규제 확산 우려정부 “생태계 자정에 초점”…8대 실천 원칙 마련     



정부가 메타버스 윤리원칙을 발표했다. 이를 두고 ‘안전망 마련’이란 의견부터 ‘규제 시작’이란 우려까지 다양한 목소리가 나온다. [게티이미지뱅크]    정부가 국내 메타버스 생태계에 윤리원칙을 세웠다. 이를 두고 산·학계 내부에서도 의견이 분분하다. ‘안전망 마련’ 성과란 해석부터 ‘규제 확대 조짐’ 우려까지 다양한 견해가 나온다.    28일 과학기술정보통신부(과기정통부)에 따르면 정부는 정부서울청사에서 이주호 부총리 겸 교육부장관 주재로 제2차 사회관계장관회의를 열고 ‘메타버스 윤리원칙’을 발표했다. 이날 발표된 윤리원칙은 앞서 과기정통부가 메타버스 개발·운영·이용자(창작자) 등 다양한 이해관계자들과 상의 절차를 통해 마련했다. 메타버스는 가공·추상을 의미하는 메타(Meta)와 현실 세계를 의미하는 유니버스(Universe)의 합성어로, 가상과 현실이 융합된 공간에서 사람·사물이 상호작용해 사회·경제·문화 가치를 창출하는 세계를 말한다.    윤리원칙은 메타버스 내 아동·청소년 등에 대한 유해 콘텐츠 노출 등의 문제가 발생하면서 그 필요성이 제기됐다. 특히 가상 자아에 대한 비윤리적 행위가 사회적 이슈로 대두되면서 부처 차원의 논의가 시작됐다. 과기정통부 관계자는 “메타버스가 현실과 가상을 잇는 개념인 만큼 가상 자아에 본인을 투영하는 정도가 높다”며 “비윤리적 행위 발생 시 다른 비대면 서비스보다 피해가 높을 수 있다. 비윤리적 행위를 포함한 다양한 부작용을 미연에 방지하고 생태계 자정 차원에서 윤리원칙을 마련한 것”이라고 설명했다.    정부는 이번 메타버스 윤리원칙을 ‘시민사회의 역량과 자율성에 기반한 것’이라고 정의했다. 사회 저변의 올바른 가치관과 의식 형성을 목적으로 마련한 도덕적 규범으로, 법적 강제성은 없다. 정부는 윤리 규범을 정보통신기술(ICT) 발전 과정에서 신기술로 인한 역기능을 완화할 수 있는 공동체의 대응 방안으로 제시해 왔다.    메타버스 윤리원칙 역시 구속력이 없는 ‘가이드라인’에 해당하지만, 이를 산업 규제의 시작이라고 보는 시각도 적지 않다. 익명을 요구한 한 국내 메타버스 서비스 기업 직원은 “이번 윤리원칙이 ‘권고 사항’이라 할지라도 국내 기업이 이를 무시하고 사업을 꾸리기는 사실상 불가능하다”며 “인터넷망이 도입됐던 시기에도 윤리원칙을 기반으로 규제가 만들어졌고 이는 다양한 사업자의 시장 진입 저해로 이어졌다”고 설명했다. 이어 “국내 메타버스 관련 산업이 아직 자리를 잡기도 전에 규제 성격의 가이드라인이 나와 향후 이를 기반으로 정부가 어떻게 사업의 고삐를 쥘지도 모른다”고 우려했다.    정부 역시 이번 메타버스 윤리원칙이 규제 마련 전 단계임을 시사했다. 윤리원칙 마련의 추진 배경으로 ‘법제도 정립까지의 공백 대응’을 꼽았기 때문이다. 정부는 구체적으로 ▶메타버스 확산에 따른 역기능에 대응하기 위한 법제도 정립 간 시차와 공백에 대한 정책적 준비가 필요한 시점 ▶메타버스가 제공하는 창의와 혁신의 공간에 대한 기대 이면에 소통·교류·협력 방식의 확장에 따른 사회·윤리적 이슈 우려 등을 이번 윤리원칙 마련의 배경으로 삼았다.    특히 정부가 메타버스 기업을 대상으로 ‘윤리원칙 내재화 지원’에 나설 계획이라 규제 확대에 대한 논란이 향후 더 불거질 수 있단 전망도 나온다. 산업계 일각에선 지원을 명분으로 정부가 기업에 개발 방향성 등을 강요할 수 있다는 우려의 목소리도 나오는 분위기다.    이번 메타버스 윤리원칙의 적용 대상을 산업 발전에 맞춰 봐야 한다는 조언도 나온다. 김상균 경희대 경영대학원 교수는 기자와의 통화에서 “사생활 존중·정보보호 등 법률적인 면을 포함하는 포괄적인 내용이라 사실 윤리를 넘어선 내용들이 담겼다”면서도 “법적인 구속력을 갖는다면 얘기가 달라지겠지만 윤리원칙의 내용만으로는 그간 메타버스 운영에 부재했던 점을 채워줘 합리적으로 만들어졌다”고 평가했다.    향후 규제 마련에 대해선 “윤리원칙을 기반으로 일괄적인 법 제도가 만들어진다면 사업 규모가 작은 업체는 운영 자체가 힘들어질 수 있다”며 “정부가 규정을 마련하는 과정에서 업체들과 공론화 과정을 충분히 거쳐 차등적 적용이 이뤄질 수 있도록 해야 한다”고 조언했다.          ━          메타버스 윤리원칙, 어떤 내용 담겼나      정부가 마련한 메타버스 윤리원칙은 3대 지향 가치와 8대 실천 원칙으로 구성된다. 3대 지향 가치는 ‘메타버스 참여자의 윤리적 지향점’을 나타내면서 ‘하나의 가치를 추구하는 것이 다른 가치를 배제하지 않는 수평적·상호보완적 관계’를 실현하기 위해 마련됐다.    구체적으로 ▶온전한 자아(Sincere Identity), 개인이 가상 자아가 추구할 가치와 역할을 스스로 선택해 가상 세계 내 자아 정체성을 성실하게 구현하며 행동 ▶안전한 경험(Safe Experience), 창의적·혁신적인 경험 등 메타버스의 혜택을 충분히 누릴 수 있도록 참여자가 신체적·정신적·경제적 침해를 받지 않아야 함 ▶지속가능한 번영(Sustainable Prosperity), 메타버스의 사회경제적 혜택이 편중되지 않고 다수에게 돌아갈 수 있어야 하며 아울러 미래세대에도 이어져야 함을 지향 가치로 정했다.    8대 실천 원칙은 ‘3대 지향 가치를 추구하고 실천하는 기준’으로 마련됐다. 정부는 ▶진정성 ▶자율성 ▶호혜성 ▶사생활 존중 ▶공정성 ▶개인정보 보호 ▶포용성 ▶책임성 등을 메타버스 플랫폼이 지키며 운영돼야 3대 지향 가치가 실현될 수 있다고 봤다.      



정부가 발표한 메타버스 윤리원칙의 ‘3대 지향가치’와 ‘8대 실천원칙’ 구성도. [과학기술정보통신부]    정부는 이 같은 메타버스 윤리원칙을 ‘자정 노력에 참조할 수 있는 보편적·포괄적 윤리 규범 제시’를 목적으로 만들었다. 모든 사회 구성원이 메타버스의 혜택과 역기능을 사전에 인지할 수 있도록 돕는 지표인 셈이다.    정부는 윤리원칙의 적용 범위에 ‘메타버스 플랫폼 개발·운영 주체’는 물론 ▶경험적 가치를 직접 창작하거나 발견하는 창작자 ▶개발·운영·이용에 직접 참여하지 않더라도 직간접적인 영향을 받게 되는 보호자 등 이해관계자까지 포함했다. 생태계 자정에 기업뿐 아니라 이를 이용하는 주체도 함께해야 한다는 취지다.    정부는 이 같은 제정 목적에 맞춰 윤리원칙이 작동하도록 다양한 활동을 펼친다. 메타버스 운영에 윤리원칙이 반영되도록 지원하면서, 주 사용층인 MZ세대를 대상으로 한 교육 프로그램을 개발·보급할 방침이다.    과기정통부 관계자는 이번 윤리원칙이 메타버스 산업에 새로운 규제가 될 수 있단 우려에 대해 “도덕적 기준을 마련한 것”이라고 설명했다. 그는 “개인의 욕망이 투영될 수 있는 메타버스란 공간에 그간 없던 윤리적 방향성을 제시한 것”이라며 “산업 발전 초기 이 같은 가이드라인이 제시돼야 향후 무분별한 도덕적 문제가 발생하지 않을 수 있다”고 설명했다. 이어 “윤리원칙을 기반으로 한 자정 기능이 활성화돼야 향후 법적 규제가 산업 적용되더라도 그 정도가 플랫폼 발전에 저해되지 않을 수준으로 적용될 것”이라고 덧붙였다.  
]"
2022-11-29 14:35:01,"맥스트, 메타버스 개발 플랫폼 '맥스버스' 시범 공개",https://n.news.naver.com/mnews/article/092/0002275067?sid=105,"[
오픈 베타 버전 출시…유니티 기반 콘텐츠 제작 가능맥스트는 29일 확장현실(XR) 메타버스 서비스 개발을 위한 통합 플랫폼 ‘맥스버스’의 오픈 베타 버전을 공개한다고 밝혔다.맥스버스는 현실 세계를 본딴 메타버스 공간을 만들고, 현실 서비스와 연계하도록 지원한다. 유니티 기반 XR 콘텐츠 개발 도구를 쓸 수 있어 직관적이고 편리한 사용성을 더했다맥스버스는 금번 오픈 베타에서 ▲메타버스 공간맵 구축 도구 ▲공간맵 ▲메타버스 서비스 개발 도구를 무료 제공한다.



맥스버스AR앱과 VR웹 전용 콘텐츠를 한 번에 개발할 수 있다는 것도 장점으로 소개했다.내년 3월에는 타 사이트 계정으로 로그인 가능한 싱글사인온(SSO), 아바타 시스템을 포함한 다양한 API를 추가적으로 제공할 계획이다.
]"
2022.11.29. 오후 3:27,"
			MBC, 글로벌 메타버스 오픈
		",https://n.news.naver.com/mnews/article/311/0001529986?sid=106,"[
 
(엑스포츠뉴스 김현정 기자) MBC가 글로벌 메타버스 플랫폼 더 샌드박스(The Sandbox)내 조성된 K-콘텐츠 전문 공간 케이버스(Korea Universe, 약칭 K-verse)에 샌드박스 네트워크(대표 이필성)와 협업한 MBC 사옥, 뉴스데스크 스튜디오 등의 메타버스 공간을 오픈했다.케이버스는 글로벌 메타버스 플랫폼 더 샌드박스가 한국의 주요 콘텐츠와 지적재산권(IP) 브랜드를 결집시켜 조성한 ‘K-콘텐츠 전문공간’이다. 지난해 10월 한국지사를 설립한 더 샌드박스는 MBC와 올해 9월 파트너십을 맺고 K-콘텐츠 및 MBC IP를 중심으로 메타버스 콘텐츠를 확장하고 있다. 
더 샌드박스와 MBC는 그 일환으로 이달 24일부터 다음달 7일까지 다양한 파트너 기업들과 함께 ‘케이버스 미니 이벤트’를 오픈했다.MBC는 이번 케이버스 미니 이벤트 참여를 통해 향후 상설화된 랜드를 운영하기 위한 콘텐츠 다양화를 지속적으로 확장해 나갈 예정이다. 또한 샌드박스 네트워크와도 메타버스 사업 영역에서 협업을 지속 확장해 나갈 계획이다. 
이번 더 샌드박스 ‘MBC 메타버스 공간’은 놀이공원 형태로 만들어졌다. 누구나 접속할 수 있으며 유저는 놀이동산을 즐기다가 MBC 본사와 동일한 모양의 사옥에 들어가 뉴스데스크, 콘텐츠 갤러리 등을 즐기며 게임 등의 미션을 수행 할 수 있다. 
이번 프로젝트를 준비한 박재훈 MBC 신사업전략파트장은 “메타버스 경험은 MBC IP와 함께 파트너사인 샌드박스 네트워크와의 협업 결과물로 메타버스 월드를 구축한 첫 결과물이라는 점에 의미를 두고 있다. 앞으로 MBC의 IP를 글로벌 시청자들과 함께 즐길 수 있도록 다양한 메타버스 세계를 만들어 갈 것”이라고 말했다.사진= MBC
			]"
2022-11-29 14:42:03,"신라면세점, 메타버스 콘텐츠 기업 '비브스튜디오스'와 업무협약 체결",https://n.news.naver.com/mnews/article/015/0004781159?sid=101,"[




사진=신라면세점신라면세점은 메타버스 콘텐츠 아트테크 기업인 '비브스튜디오스'와 메타버스 스튜디오 구축을 위한 업무협약을 체결했다고 29일 밝혔다.지난 28일 개최된 업무협약식에는 김세규 비브스튜디오스 대표와 호텔신라 면세사업(TR)부문장 김태호 부사장 등이 참석했다.신라면세점은 이날 비브스튜디오스와 가상현실(VR) 및 증강현실(AR) 기술을 활용한 메타버스 가상 스튜디오 구축에 합의했다. 향후 VR·AR 기반의 라이브스트리밍 콘텐츠를 제작해 소비자들에게 수준 높은 메타버스 경험을 제공하겠다는 계획이다. 메타버스 스튜디오에서 디지털 기술을 활용한 뷰티클래스도 진행할 예정이다.김보연 신라면세점 이커머스 팀장(상무)은 ""첨단 기술을 활용한 서비스로 고객에게 압도적인 몰입감과 현실감을 선사하는 새로운 경험을 제공해 나가겠다""고 말했다.
]"
